Origin,Sector,Zone_consumption,SubZone_Consumption,Value,CSRD_sector
MYS,Growing crops n.e.c. industry,Oceania and Asia,South_Eastern_Asia,5.54980041041546,Within EU law
IDN,Growing crops n.e.c. industry,Oceania and Asia,South_Eastern_Asia,38.2397878099222,Within EU law
PER,Growing crops n.e.c. industry,Oceania and Asia,South_Eastern_Asia,20.2793027546322,Within EU law
BRA,Growing crops n.e.c. industry,Oceania and Asia,South_Eastern_Asia,11.4856820343118,Within EU law
COL,Growing wheat industry,Oceania and Asia,South_Eastern_Asia,3.90828434299266e-02,Outside EU law
BRA,Growing wheat industry,Oceania and Asia,South_Eastern_Asia,488.829861819888,Outside EU law
AGO,Growing wheat industry,Oceania and Asia,South_Eastern_Asia,3.16032360460886,Outside EU law
PER,Growing wheat industry,Oceania and Asia,South_Eastern_Asia,1.12679442091831,Outside EU law
PRY,Growing wheat industry,Oceania and Asia,South_Eastern_Asia,146.279261736057,Outside EU law
MYS,Growing wheat industry,Oceania and Asia,South_Eastern_Asia,0,Outside EU law
CIV,Growing wheat industry,Oceania and Asia,South_Eastern_Asia,0,Outside EU law
IDN,Growing wheat industry,Oceania and Asia,South_Eastern_Asia,0,Outside EU law
ARG,Growing wheat industry,Oceania and Asia,South_Eastern_Asia,159.940724348466,Outside EU law
GHA,Growing wheat industry,Oceania and Asia,South_Eastern_Asia,0,Outside EU law
COD,Growing wheat industry,Oceania and Asia,South_Eastern_Asia,2.37659194974109,Outside EU law
ARG,Growing leguminous crops and oil seeds industry,Oceania and Asia,South_Eastern_Asia,49.182440090321,Within EU law
CIV,Growing leguminous crops and oil seeds industry,Oceania and Asia,South_Eastern_Asia,14.6845804675616,Within EU law
IDN,Growing leguminous crops and oil seeds industry,Oceania and Asia,South_Eastern_Asia,5573.70200131397,Within EU law
BRA,Growing leguminous crops and oil seeds industry,Oceania and Asia,South_Eastern_Asia,3147.22672048039,Within EU law
MYS,Growing leguminous crops and oil seeds industry,Oceania and Asia,South_Eastern_Asia,3254.45131566335,Within EU law
PER,Growing leguminous crops and oil seeds industry,Oceania and Asia,South_Eastern_Asia,3.9444262071194,Within EU law
GHA,Growing leguminous crops and oil seeds industry,Oceania and Asia,South_Eastern_Asia,77.6028221086902,Within EU law
COD,Growing leguminous crops and oil seeds industry,Oceania and Asia,South_Eastern_Asia,73.8210846718427,Within EU law
COL,Growing leguminous crops and oil seeds industry,Oceania and Asia,South_Eastern_Asia,41.5752363662652,Within EU law
PRY,Growing leguminous crops and oil seeds industry,Oceania and Asia,South_Eastern_Asia,869.172338496496,Within EU law
AGO,Growing leguminous crops and oil seeds industry,Oceania and Asia,South_Eastern_Asia,1.81517722680078,Within EU law
IDN,Growing fruits and nuts industry,Africa,Eastern_Africa,21.8618371790825,Outside EU law
PRY,Growing fruits and nuts industry,Africa,Eastern_Africa,3.45581096355341e-02,Outside EU law
AGO,Growing fruits and nuts industry,Africa,Eastern_Africa,1.61118901330906,Outside EU law
COD,Growing fruits and nuts industry,Africa,Eastern_Africa,17.8071346133244,Outside EU law
CIV,Growing fruits and nuts industry,Africa,Eastern_Africa,8.62635240799693,Outside EU law
MYS,Growing fruits and nuts industry,Africa,Eastern_Africa,0.724905639451713,Outside EU law
PER,Growing fruits and nuts industry,Africa,Eastern_Africa,0.231700229927832,Outside EU law
COL,Growing fruits and nuts industry,Africa,Eastern_Africa,0.27899152748835,Outside EU law
BRA,Growing fruits and nuts industry,Africa,Eastern_Africa,6.25185542142286e-03,Outside EU law
GHA,Growing fruits and nuts industry,Africa,Eastern_Africa,6.32980397384732,Outside EU law
ARG,Growing fruits and nuts industry,Africa,Eastern_Africa,7.34744085112042e-04,Outside EU law
BRA,Raising of cattle industry,Africa,Eastern_Africa,8.14401353609036,Within EU law
PRY,Raising of cattle industry,Africa,Eastern_Africa,1.58539770308097,Within EU law
GHA,Raising of cattle industry,Africa,Eastern_Africa,8.24260345167716,Within EU law
CIV,Raising of cattle industry,Africa,Eastern_Africa,6.97214738413084e-02,Within EU law
MYS,Raising of cattle industry,Africa,Eastern_Africa,0.925536613095525,Within EU law
IDN,Raising of cattle industry,Africa,Eastern_Africa,4.98263097170673,Within EU law
ARG,Raising of cattle industry,Africa,Eastern_Africa,1.52314734990637,Within EU law
AGO,Raising of cattle industry,Africa,Eastern_Africa,2.21901812555129,Within EU law
PER,Raising of cattle industry,Africa,Eastern_Africa,0.732933263919482,Within EU law
COD,Raising of cattle industry,Africa,Eastern_Africa,1.38919439148663,Within EU law
COL,Raising of cattle industry,Africa,Eastern_Africa,8.49472733417313,Within EU law
BRA,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Eastern_Africa,5.52973971843059e-02,Outside EU law
IDN,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Eastern_Africa,6.32841377745233,Outside EU law
MYS,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Eastern_Africa,3.86634280194433,Outside EU law
CIV,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Eastern_Africa,2.89476415167653e-02,Outside EU law
PER,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Eastern_Africa,0.587705932006319,Outside EU law
GHA,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Eastern_Africa,0.194647983233353,Outside EU law
COL,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Eastern_Africa,0.138828253962099,Outside EU law
ARG,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Eastern_Africa,1.16480764828776e-03,Outside EU law
COD,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Eastern_Africa,3.3394848683636,Outside EU law
AGO,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Eastern_Africa,0,Outside EU law
PRY,"Growing spices, aromatic, drug and pharmaceutical crops industry",Africa,Eastern_Africa,7.6893049291596e-02,Outside EU law
PRY,Growing rice industry,Africa,Eastern_Africa,0.630233228729048,Outside EU law
BRA,Growing rice industry,Africa,Eastern_Africa,7.74476891632214e-02,Outside EU law
AGO,Growing rice industry,Africa,Eastern_Africa,1.44748777161293e-03,Outside EU law
CIV,Growing rice industry,Africa,Eastern_Africa,0.655915318710161,Outside EU law
IDN,Growing rice industry,Africa,Eastern_Africa,0.116492695870677,Outside EU law
COL,Growing rice industry,Africa,Eastern_Africa,8.14517954743764e-03,Outside EU law
PER,Growing rice industry,Africa,Eastern_Africa,6.46339238257807e-04,Outside EU law
MYS,Growing rice industry,Africa,Eastern_Africa,4.36483458703024e-03,Outside EU law
ARG,Growing rice industry,Africa,Eastern_Africa,2.3981243233647e-05,Outside EU law
COD,Growing rice industry,Africa,Eastern_Africa,2.5359867626411,Outside EU law
GHA,Growing rice industry,Africa,Eastern_Africa,6.25153786657072e-02,Outside EU law
IDN,Growing sugar beet and cane industry,Africa,Eastern_Africa,2.90237817422631,Outside EU law
COD,Growing sugar beet and cane industry,Africa,Eastern_Africa,0.116663060382814,Outside EU law
AGO,Growing sugar beet and cane industry,Africa,Eastern_Africa,0.111873573607732,Outside EU law
BRA,Growing sugar beet and cane industry,Africa,Eastern_Africa,3.12804575034947,Outside EU law
PER,Growing sugar beet and cane industry,Africa,Eastern_Africa,6.35184876993431e-02,Outside EU law
GHA,Growing sugar beet and cane industry,Africa,Eastern_Africa,7.62626980452863e-02,Outside EU law
ARG,Growing sugar beet and cane industry,Africa,Eastern_Africa,6.15840708282594e-03,Outside EU law
COL,Growing sugar beet and cane industry,Africa,Eastern_Africa,1.89744414465496,Outside EU law
PRY,Growing sugar beet and cane industry,Africa,Eastern_Africa,8.85617881312039e-03,Outside EU law
CIV,Growing sugar beet and cane industry,Africa,Eastern_Africa,2.37589658635298e-02,Outside EU law
MYS,Growing sugar beet and cane industry,Africa,Eastern_Africa,0.614581819970601,Outside EU law
COL,"Growing vegetables, roots, tubers industry",Africa,Eastern_Africa,0.257607298753609,Outside EU law
MYS,"Growing vegetables, roots, tubers industry",Africa,Eastern_Africa,0.110172342699694,Outside EU law
ARG,"Growing vegetables, roots, tubers industry",Africa,Eastern_Africa,7.88362395849451e-02,Outside EU law
PER,"Growing vegetables, roots, tubers industry",Africa,Eastern_Africa,6.59196593190914e-02,Outside EU law
CIV,"Growing vegetables, roots, tubers industry",Africa,Eastern_Africa,3.7003750957038,Outside EU law
GHA,"Growing vegetables, roots, tubers industry",Africa,Eastern_Africa,15.7054652785828,Outside EU law
PRY,"Growing vegetables, roots, tubers industry",Africa,Eastern_Africa,1.18104433402944e-02,Outside EU law
IDN,"Growing vegetables, roots, tubers industry",Africa,Eastern_Africa,0,Outside EU law
COD,"Growing vegetables, roots, tubers industry",Africa,Eastern_Africa,127.852547845062,Outside EU law
AGO,"Growing vegetables, roots, tubers industry",Africa,Eastern_Africa,0.677848558289849,Outside EU law
BRA,"Growing vegetables, roots, tubers industry",Africa,Eastern_Africa,2.89137915124835e-02,Outside EU law
IDN,Growing grapes industry,Africa,Eastern_Africa,0,Outside EU law
BRA,Growing grapes industry,Africa,Eastern_Africa,4.35760856132519e-05,Outside EU law
AGO,Growing grapes industry,Africa,Eastern_Africa,0,Outside EU law
PER,Growing grapes industry,Africa,Eastern_Africa,2.6261510094817e-02,Outside EU law
PRY,Growing grapes industry,Africa,Eastern_Africa,1.47402131021052e-02,Outside EU law
MYS,Growing grapes industry,Africa,Eastern_Africa,0,Outside EU law
COL,Growing grapes industry,Africa,Eastern_Africa,4.10407242682531e-03,Outside EU law
COD,Growing grapes industry,Africa,Eastern_Africa,0,Outside EU law
CIV,Growing grapes industry,Africa,Eastern_Africa,0,Outside EU law
ARG,Growing grapes industry,Africa,Eastern_Africa,4.53239634995115e-04,Outside EU law
GHA,Growing grapes industry,Africa,Eastern_Africa,0,Outside EU law
ARG,Growing cereals n.e.c industry,Africa,Eastern_Africa,7.39890943161132e-02,Outside EU law
PRY,Growing cereals n.e.c industry,Africa,Eastern_Africa,7.73000046111374e-02,Outside EU law
AGO,Growing cereals n.e.c industry,Africa,Eastern_Africa,2.85919812984266,Outside EU law
CIV,Growing cereals n.e.c industry,Africa,Eastern_Africa,0.237698938197311,Outside EU law
GHA,Growing cereals n.e.c industry,Africa,Eastern_Africa,0.633259312356017,Outside EU law
IDN,Growing cereals n.e.c industry,Africa,Eastern_Africa,0,Outside EU law
BRA,Growing cereals n.e.c industry,Africa,Eastern_Africa,2.09324775114326,Outside EU law
MYS,Growing cereals n.e.c industry,Africa,Eastern_Africa,0,Outside EU law
COD,Growing cereals n.e.c industry,Africa,Eastern_Africa,1.63873894042058,Outside EU law
PER,Growing cereals n.e.c industry,Africa,Eastern_Africa,0.102879395074894,Outside EU law
COL,Growing cereals n.e.c industry,Africa,Eastern_Africa,3.91341124759992e-02,Outside EU law
COL,Growing maize industry,Africa,Eastern_Africa,1.78859567288069,Outside EU law
BRA,Growing maize industry,Africa,Eastern_Africa,20.3459065734126,Outside EU law
ARG,Growing maize industry,Africa,Eastern_Africa,2.58239594161176,Outside EU law
MYS,Growing maize industry,Africa,Eastern_Africa,0.539766147087357,Outside EU law
PRY,Growing maize industry,Africa,Eastern_Africa,128.60607234561,Outside EU law
IDN,Growing maize industry,Africa,Eastern_Africa,37.3835374087131,Outside EU law
PER,Growing maize industry,Africa,Eastern_Africa,0.203236087747951,Outside EU law
CIV,Growing maize industry,Africa,Eastern_Africa,0.542960102993113,Outside EU law
COD,Growing maize industry,Africa,Eastern_Africa,271.723818870087,Outside EU law
GHA,Growing maize industry,Africa,Eastern_Africa,69.5479425344551,Outside EU law
AGO,Growing maize industry,Africa,Eastern_Africa,31.304205153919,Outside EU law
CIV,Growing tobacco industry,Africa,Eastern_Africa,2.1778316360037,Outside EU law
MYS,Growing tobacco industry,Africa,Eastern_Africa,1.11529183464586e-02,Outside EU law
PRY,Growing tobacco industry,Africa,Eastern_Africa,9.87101913259786e-02,Outside EU law
PER,Growing tobacco industry,Africa,Eastern_Africa,2.2957790190725e-04,Outside EU law
COD,Growing tobacco industry,Africa,Eastern_Africa,30.4874771506928,Outside EU law
BRA,Growing tobacco industry,Africa,Eastern_Africa,0.424081000352571,Outside EU law
GHA,Growing tobacco industry,Africa,Eastern_Africa,0.140537942344562,Outside EU law
IDN,Growing tobacco industry,Africa,Eastern_Africa,7.30581787402229,Outside EU law
COL,Growing tobacco industry,Africa,Eastern_Africa,8.31784853131166e-02,Outside EU law
ARG,Growing tobacco industry,Africa,Eastern_Africa,3.44682356250293e-03,Outside EU law
AGO,Growing tobacco industry,Africa,Eastern_Africa,7.77625284433545e-05,Outside EU law
GHA,Growing fibre crops industry,Africa,Eastern_Africa,1.34715930475801e-02,Outside EU law
BRA,Growing fibre crops industry,Africa,Eastern_Africa,5.98880890684681,Outside EU law
ARG,Growing fibre crops industry,Africa,Eastern_Africa,6.3819783482737e-02,Outside EU law
MYS,Growing fibre crops industry,Africa,Eastern_Africa,9.71604639140992e-02,Outside EU law
COL,Growing fibre crops industry,Africa,Eastern_Africa,2.91504203574883e-02,Outside EU law
CIV,Growing fibre crops industry,Africa,Eastern_Africa,10.680770964505,Outside EU law
IDN,Growing fibre crops industry,Africa,Eastern_Africa,4.93223836736966e-02,Outside EU law
PER,Growing fibre crops industry,Africa,Eastern_Africa,0.196700862884132,Outside EU law
AGO,Growing fibre crops industry,Africa,Eastern_Africa,1.14132958058759e-04,Outside EU law
PRY,Growing fibre crops industry,Africa,Eastern_Africa,2.74126224342665,Outside EU law
COD,Growing fibre crops industry,Africa,Eastern_Africa,0.422261983385325,Outside EU law
COL,"Growing beverage crops (coffee, tea etc) industry",Africa,Eastern_Africa,1.24998490088594,Within EU law
PRY,"Growing beverage crops (coffee, tea etc) industry",Africa,Eastern_Africa,6.9772958763414e-02,Within EU law
ARG,"Growing beverage crops (coffee, tea etc) industry",Africa,Eastern_Africa,1.02681762284699e-03,Within EU law
CIV,"Growing beverage crops (coffee, tea etc) industry",Africa,Eastern_Africa,2.86238993093088,Within EU law
COD,"Growing beverage crops (coffee, tea etc) industry",Africa,Eastern_Africa,13.0444029641146,Within EU law
BRA,"Growing beverage crops (coffee, tea etc) industry",Africa,Eastern_Africa,0.149584611965072,Within EU law
PER,"Growing beverage crops (coffee, tea etc) industry",Africa,Eastern_Africa,0.426772017218095,Within EU law
MYS,"Growing beverage crops (coffee, tea etc) industry",Africa,Eastern_Africa,5.02824161802826e-03,Within EU law
IDN,"Growing beverage crops (coffee, tea etc) industry",Africa,Eastern_Africa,0.500364360004479,Within EU law
AGO,"Growing beverage crops (coffee, tea etc) industry",Africa,Eastern_Africa,1.64300606575187e-04,Within EU law
GHA,"Growing beverage crops (coffee, tea etc) industry",Africa,Eastern_Africa,0.147857293264566,Within EU law
COL,Growing crops n.e.c. industry,Africa,Eastern_Africa,0.161198630460975,Within EU law
ARG,Growing crops n.e.c. industry,Africa,Eastern_Africa,0,Within EU law
COD,Growing crops n.e.c. industry,Africa,Eastern_Africa,0.541208370229055,Within EU law
GHA,Growing crops n.e.c. industry,Africa,Eastern_Africa,19.8511217082988,Within EU law
CIV,Growing crops n.e.c. industry,Africa,Eastern_Africa,13.9248142103962,Within EU law
AGO,Growing crops n.e.c. industry,Africa,Eastern_Africa,6.98038567418679e-03,Within EU law
PRY,Growing crops n.e.c. industry,Africa,Eastern_Africa,0,Within EU law
MYS,Growing crops n.e.c. industry,Africa,Eastern_Africa,0.141002661570033,Within EU law
IDN,Growing crops n.e.c. industry,Africa,Eastern_Africa,2.76988002756069,Within EU law
PER,Growing crops n.e.c. industry,Africa,Eastern_Africa,1.33078697667386,Within EU law
BRA,Growing crops n.e.c. industry,Africa,Eastern_Africa,0.986633269666944,Within EU law
COL,Growing wheat industry,Africa,Eastern_Africa,4.19191578182131e-03,Outside EU law
BRA,Growing wheat industry,Africa,Eastern_Africa,335.638202072662,Outside EU law
AGO,Growing wheat industry,Africa,Eastern_Africa,7.952514503094e-03,Outside EU law
PER,Growing wheat industry,Africa,Eastern_Africa,6.71462271573312e-02,Outside EU law
PRY,Growing wheat industry,Africa,Eastern_Africa,164.144558949281,Outside EU law
MYS,Growing wheat industry,Africa,Eastern_Africa,0,Outside EU law
CIV,Growing wheat industry,Africa,Eastern_Africa,0,Outside EU law
IDN,Growing wheat industry,Africa,Eastern_Africa,0,Outside EU law
ARG,Growing wheat industry,Africa,Eastern_Africa,66.3788674103984,Outside EU law
GHA,Growing wheat industry,Africa,Eastern_Africa,0,Outside EU law
COD,Growing wheat industry,Africa,Eastern_Africa,1.32815719720668e-02,Outside EU law
ARG,Growing leguminous crops and oil seeds industry,Africa,Eastern_Africa,2.16245455273571,Within EU law
